Org Defined ID,Username,FirstName,LastName,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,9,M-S,,What two US cities have palm trees outside throughout the year?,FALSE,1,Detroit,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,9,M-S,,What two US cities have palm trees outside throughout the year?,FALSE,1,Denver,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,9,M-S,,What two US cities have palm trees outside throughout the year?,FALSE,1,Dallas,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,10,T/F,,Is Elon Musk still the richest man in the world?,FALSE,1,TRUE,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,10,T/F,,Is Elon Musk still the richest man in the world?,FALSE,1,FALSE,Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,11,ORD,,Order the animals from largest to smallest.,FALSE,1,Flea,4,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,11,ORD,,Order the animals from largest to smallest.,FALSE,1,Lion,2,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,11,ORD,,Order the animals from largest to smallest.,FALSE,1,Elephant,1,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,11,ORD,,Order the animals from largest to smallest.,FALSE,1,Dog,3,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,12,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Pink,5,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,12,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Red,3,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,12,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Green,1,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,12,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Yellow,4,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,12,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Blue,2,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,13,M-S,,How are America and Britain similar to each other?,FALSE,1,The drinking age is lower in Britain,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,13,M-S,,How are America and Britain similar to each other?,FALSE,1,Many immigrants live in either country,Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,13,M-S,,How are America and Britain similar to each other?,FALSE,1,Both countries mainly use English in day-to-day interaction,Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,13,M-S,,How are America and Britain similar to each other?,FALSE,1,Satire is often used in British humor,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,14,T/F,,Mercury is closet to the sun.,FALSE,1,TRUE,Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,14,T/F,,Mercury is closet to the sun.,FALSE,1,FALSE,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,15,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Chrysanthemum,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,15,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Cyperus papyrus,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,15,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Ginko,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,15,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Cathay silver fir,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,16,MC,,"What company was originally called ""Cadabra""? ",FALSE,1,Amazon,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,16,MC,,"What company was originally called ""Cadabra""? ",FALSE,1,Ford,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,16,MC,,"What company was originally called ""Cadabra""? ",FALSE,1,Uber,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,16,MC,,"What company was originally called ""Cadabra""? ",FALSE,1,FedEx,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,17,MC,,Which language has the more native speakers? ,FALSE,1,English,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,17,MC,,Which language has the more native speakers? ,FALSE,1,Spanish,Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,17,MC,,Which language has the more native speakers? ,FALSE,1,French,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,17,MC,,Which language has the more native speakers? ,FALSE,1,Russian,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,18,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Im,Im,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,18,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Anti,Anti,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,18,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Anti,Un,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,18,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Un,Un,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,19,MC,,Where did sushi originate?,FALSE,1,China,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,19,MC,,Where did sushi originate?,FALSE,1,Japan,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,19,MC,,Where did sushi originate?,FALSE,1,Vietnam,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,19,MC,,Where did sushi originate?,FALSE,1,Korea,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,20,M-S,,When did the United States gain its independence?,FALSE,1,1776,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,20,M-S,,When did the United States gain its independence?,FALSE,1,1772,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,20,M-S,,When did the United States gain its independence?,FALSE,1,In the month of September,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,20,M-S,,When did the United States gain its independence?,FALSE,1,In the month of July,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,21,MC,,What time is the Spring break?,FALSE,1,"   Monday, 3/6 - Friday, 3/10   ",Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,21,MC,,What time is the Spring break?,FALSE,1,"   Tuesday, 3/7 - Friday, 3/10   ",UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,21,MC,,What time is the Spring break?,FALSE,1,"   Wednesday, 3/8 - Friday, 3/10   ",UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,21,MC,,What time is the Spring break?,FALSE,1,"   Thursday, 3/9 - Friday, 3/10   ",UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,22,SA,,The scientific name of the common house cat is ______. The scientific name of a dog is ______.,FALSE,1,Answer for blank # 1,no idea,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,22,SA,,The scientific name of the common house cat is ______. The scientific name of a dog is ______.,FALSE,1,Answer for blank # 2,no idea sorry,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,23,T/F,,Igneous rocks are produced by volcanoes.,FALSE,1,TRUE,Checked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,23,T/F,,Igneous rocks are produced by volcanoes.,FALSE,1,FALSE,UnChecked,4,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,24,FIB,,Thomas Edison invented the lightbulb in the year _______ .,FALSE,1,Answer for blank # 1,1790,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,25,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Utah,Checked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,25,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Arizona,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,25,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Florida,UnChecked,0,4
0ee13394-d777-11e8-892a-0050568f7ab1,StudentOneUser,StudentOneFirst,StudentOneLast,1,2/18/2023 9:11,2/18/2023 9:24,,25,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Michigan,UnChecked,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,1,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Utah,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,1,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Michigan,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,1,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Arizona,Checked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,1,MC,,"Which US state, outside of the tropics, does not observe daylight savings time?",FALSE,1,Florida,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,2,MC,,Where did sushi originate?,FALSE,1,China,Checked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,2,MC,,Where did sushi originate?,FALSE,1,Japan,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,2,MC,,Where did sushi originate?,FALSE,1,Vietnam,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,2,MC,,Where did sushi originate?,FALSE,1,Korea,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,3,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Cyperus papyrus,Checked,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,3,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Cathay silver fir,UnChecked,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,3,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Chrysanthemum,UnChecked,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,3,MC,,Which of the following is uniquely indigenous to China?,FALSE,1,Ginko,UnChecked,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,4,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Yellow,4,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,4,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Pink,5,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,4,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Green,2,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,4,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Blue,1,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,4,ORD,,"Rank the colors by how much you like them, where 1 is the best / most liked, and 5 is the worst / least liked. ",FALSE,1,Red,3,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,5,WR,,What is your favorite animal and why? (Write 3 sentences max.),FALSE,1,My favorite animal is a racoon because they always know where the food's at,,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,6,T/F,,Is Elon Musk still the richest man in the world?,FALSE,1,TRUE,UnChecked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,6,T/F,,Is Elon Musk still the richest man in the world?,FALSE,1,FALSE,Checked,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,7,MAT,,"Match the word to its first letter. If your first name starts with E - L, please answer incorrectly for testing purposes. (Matching - all or nothing) ",FALSE,1,Spartan,Spartan,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,7,MAT,,"Match the word to its first letter. If your first name starts with E - L, please answer incorrectly for testing purposes. (Matching - all or nothing) ",FALSE,1,Capstone,Capstone,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,7,MAT,,"Match the word to its first letter. If your first name starts with E - L, please answer incorrectly for testing purposes. (Matching - all or nothing) ",FALSE,1,Data,Data,4,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,8,FIB,,Thomas Edison invented the lightbulb in the year _______ .,FALSE,1,Answer for blank # 1,1912,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,9,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Im,Im,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,9,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Anti,Anti,0,4
58fd5d32-2f82-11e9-892a-0050568f7ab1,StudentTwoUser,StudentTwoFirst,StudentTwoLast,1,2/13/2023 18:25,2/13/2023 18:31,,9,MAT,,Match the prefix to the suffix such that it forms a word.,FALSE,1,Un,Un,0,4
